Hour,Year,Day,DOY,Latitude,Longitude,Month,Electron_density_Ne,o+,NO,TEC,hmF2,foF2,profundidad,magnitud,tec_GIM
12,2020,23,175,27.89,335.1,6,1.62E+11,96.8,0.3,1.8,268.1,3.753,16.40,3.60,5.4
12,2020,23,175,27.89,335.1,6,1.62E+11,96.8,0.3,1.8,268.1,3.753,16.10,3.90,5.4
13,2020,23,175,27.89,335.1,6,2.21E+11,97.6,0.2,3.3,252.2,4.546,,,6.4
14,2020,23,175,27.89,335.1,6,2.83E+11,98.1,0.1,4.3,255,5.091,,,9
15,2020,23,175,27.84,335.4,6,3412100,98.2,0.4,4.3,272.6,5.373,17.40,3.80,10.9
15,2020,23,175,27.85,335.3,6,34121000,98.1,0.3,4.4,272.6,5.373,22.80,7.40,10.9
15,2020,23,175,27.86,335.2,6,341210000,98,0.2,4.5,272.4,5.373,4.20,3.80,10.9
15,2020,23,175,27.87,335.1,6,3412100000,98.1,0.1,4.6,272.6,5.373,43.30,3.70,10.9
15,2020,23,175,27.88,335,6,34121000000,98.2,0,4.7,272.6,5.373,15.30,3.90,10.9
16,2020,23,175,27.79,335.9,6,41,98.5,0.9,5.8,290.2,5.733,11.50,3.40,4.4
16,2020,23,175,27.8,335.8,6,407,98.4,0.8,5.7,290.1,5.734,2.70,3.30,5.4
16,2020,23,175,27.81,335.7,6,4066,98.3,0.7,5.6,290,5.735,12.10,4.20,6.4
16,2020,23,175,27.82,335.6,6,40657,98.2,0.6,5.5,290.1,5.736,23.90,3.70,7.4
16,2020,23,175,27.83,335.5,6,406570,98.1,0.5,5.4,290.2,5.737,5.00,3.60,8.4
16,2020,23,175,27.84,335.4,6,4065700,98,0.4,5.3,290.3,5.738,9.70,4.60,9.4
16,2020,23,175,27.85,335.3,6,40657000,98.1,0.3,5.2,290.4,5.739,18.00,3.40,10.4
16,2020,23,175,27.86,335.2,6,406570000,98.2,0.2,5.1,290.5,5.74,5.20,3.60,11.4
16,2020,23,175,27.87,335.1,6,4065700000,98.3,0.1,5,290.6,5.741,29.80,3.80,12.4
16,2020,23,175,27.88,335,6,40657000000,98.4,0,5.1,290.7,5.742,8.90,3.80,13.4
16,2020,23,175,27.89,335.1,6,4.07E+11,98.5,0.1,5.2,290.8,5.743,24.40,3.80,14.4
17,2020,23,175,27.89,335.1,6,5.08E+11,98.8,0.1,6,301.9,6.401,7.00,4.00,15.9
17,2020,23,175,27.74,335.14,6,508,98.7,0.14,6.14,301.9,6.402,5.70,3.50,15.9
17,2020,23,175,27.75,335.13,6,51,98.6,0.13,6.13,301.9,6.403,8.50,3.90,15.9
17,2020,23,175,27.76,335.12,6,5,98.5,0.12,6.12,301.9,6.404,15.70,4.00,15.9
17,2020,23,175,27.77,335.11,6,1,98.4,0.11,6.11,301.9,6.405,25.70,4.20,15.9
17,2020,23,175,27.78,335.1,6,5,98.3,0.1,6.1,301.9,6.406,12.00,3.80,15.9
17,2020,23,175,27.79,335.9,6,51,98.2,0.9,6,301.9,6.407,17.60,3.80,15.9
17,2020,23,175,27.8,335.8,6,508,98.1,0.8,6,301.9,6.408,7.40,3.60,15.9
17,2020,23,175,27.81,335.7,6,5080,98,0.7,6,301.9,6.409,14.90,3.90,15.9
17,2020,23,175,27.82,335.6,6,50803,98.1,0.6,6,301.9,6.41,15.70,3.80,15.9
17,2020,23,175,27.83,335.5,6,508030,98.2,0.5,6,301.9,6.411,22.60,4.00,15.9
17,2020,23,175,27.84,335.4,6,5080300,98.3,0.4,6,301.9,6.412,25.20,4.20,15.9
17,2020,23,175,27.85,335.3,6,50803000,98.4,0.3,6,301.9,6.413,5.90,4.20,15.9
17,2020,23,175,27.86,335.2,6,508030000,98.5,0.2,6,301.9,6.414,12.60,4.00,15.9
17,2020,23,175,27.87,335.1,6,5080300000,98.6,0.1,6,301.9,6.415,17.30,4.10,15.9
17,2020,23,175,27.88,335,6,50803000000,98.7,0,6,301.9,6.416,10.00,4.20,15.9
17,2020,23,175,27.89,335.1,6,5.08E+11,98.8,0.1,6,301.9,6.417,23.50,4.50,15.9
18,2020,23,175,27.89,335.1,6,6.41E+11,99,0.1,7.1,307.7,7.202,18.80,4.20,16.7
18,2020,23,175,27.89,335.1,6,6.41E+11,99,0.1,7.1,307.7,7.202,18.20,4.30,16.7
18,2020,23,175,27.89,335.1,6,6.41E+11,99,0.1,7.1,307.7,7.202,16.00,4.30,16.7
18,2020,23,175,27.89,335.1,6,6.41E+11,99,0.1,7.1,307.7,7.202,8.60,4.80,16.7
19,2020,23,175,27.89,335.1,6,7.65E+11,99.1,0.1,8.1,309,7.883,22.90,3.90,17.4
19,2020,23,175,27.89,335.1,6,7.65E+11,99.1,0.1,8.1,309,7.883,16.50,3.90,17.4
20,2020,23,175,27.89,335.1,6,8.55E+11,99.2,0.1,8.7,305.5,8.316,40.00,3.90,18.7
20,2020,23,175,27.89,335.1,6,8.55E+11,99.2,0.1,8.7,305.5,8.316,12.50,4.00,18.7
20,2020,23,175,27.89,335.1,6,8.55E+11,99.2,0.1,8.7,305.5,8.316,13.70,4.30,18.7
20,2020,23,175,27.89,335.1,6,8.55E+11,99.2,0.1,8.7,305.5,8.316,8.70,4.00,18.7
20,2020,23,175,27.89,335.1,6,8.55E+11,99.2,0.1,8.7,305.5,8.316,3.60,3.90,18.7
20,2020,23,175,27.89,335.1,6,8.55E+11,99.2,0.1,8.7,305.5,8.316,9.40,3.70,18.7
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,14.20,4.70,18.3
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,8.70,3.60,18.3
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,16.40,4.50,18.3
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,27.70,3.80,18.3
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,12.90,4.10,18.3
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,9.00,3.70,18.3
21,2020,23,175,27.89,335.1,6,9.01E+11,99.2,0.1,8.8,302.6,8.529,16.60,3.80,18.3
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,6.50,3.90,19
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,16.10,3.80,19
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,13.40,3.60,19
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,12.60,3.70,19
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,12.90,3.60,19
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,19.40,3.70,19
22,2020,23,175,27.89,335.1,6,9.11E+11,99.2,0.1,8.6,300.3,8.57,18.20,4.10,19
23,2020,23,175,27.89,335.1,6,8.74E+11,99.2,0.1,8,296,8.402,17.20,4.20,18
23,2020,23,175,27.89,335.1,6,8.74E+11,99.2,0.1,8,296,8.402,15.60,4.10,18
23,2020,23,175,27.89,335.1,6,8.74E+11,99.2,0.1,8,296,8.402,18.80,4.10,18
23,2020,23,175,27.89,335.1,6,8.74E+11,99.2,0.1,8,296,8.402,15.20,3.40,18
1,2020,24,176,27.89,335.1,6,6.21E+11,99,0,4.4,287.3,7.123,11.30,3.40,16.4
2,2020,24,176,27.89,335.1,6,4.77E+11,99.9,0,2.6,288.1,6.24,5.80,3.40,15.2
2,2020,24,176,27.89,335.1,6,4.77E+11,99.9,0,2.6,288.1,6.24,11.80,4.20,15.2
2,2020,24,176,27.89,335.1,6,4.77E+11,99.9,0,2.6,288.1,6.24,12.00,5.50,15.2
2,2020,24,176,27.89,335.1,6,4.77E+11,99.9,0,2.6,288.1,6.24,17.10,4.10,15.2
3,2020,24,176,27.89,335.1,6,3.74E+11,99.9,0,1.3,301.6,5.492,52.10,4.10,14.2
3,2020,24,176,27.89,335.1,6,3.74E+11,99.9,0,1.3,301.6,5.492,4.90,4.80,14.2
3,2020,24,176,27.89,335.1,6,3.74E+11,99.9,0,1.3,301.6,5.492,21.00,4.50,14.2
3,2020,24,176,27.89,335.1,6,3.74E+11,99.9,0,1.3,301.6,5.492,19.20,3.70,14.2
3,2020,24,176,27.89,335.1,6,3.74E+11,99.9,0,1.3,301.6,5.492,14.80,4.40,14.2
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,18.20,3.60,12.4
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,10.20,3.30,12.4
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,2.90,3.40,12.4
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,5.00,3.50,12.4
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,27.30,3.50,12.4
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,17.00,3.80,12.4
4,2020,24,176,27.89,335.1,6,2.75E+11,99.9,0,0.8,316.3,4.912,30.60,3.50,12.4
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,6.00,3.80,10.8
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,45.20,3.70,10.8
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,22.90,3.90,10.8
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,13.70,3.90,10.8
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,37.90,3.40,10.8
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,37.10,3.90,10.8
5,2020,24,176,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.406,11.30,3.90,10.8
6,2020,24,176,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.986,15.00,3.60,9.1
6,2020,24,176,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.986,16.10,4.00,9.1
6,2020,24,176,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.986,17.90,3.90,9.1
6,2020,24,176,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.986,12.50,3.50,9.1
6,2020,24,176,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.986,11.40,3.60,9.1
6,2020,24,176,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.986,9.60,3.80,9.1
7,2020,24,176,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.7,3.747,5.80,3.90,8.2
7,2020,24,176,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.7,3.747,7.90,3.70,8.2
7,2020,24,176,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.7,3.747,38.40,3.60,8.2
7,2020,24,176,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.7,3.747,15.20,4.20,8.2
7,2020,24,176,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.7,3.747,12.00,3.90,8.2
7,2020,24,176,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.7,3.747,12.00,3.90,8.2
8,2020,24,176,27.89,335.1,6,1.61E+11,99.9,0.1,0.7,304.3,3.609,10.00,4.00,7.7
8,2020,24,176,27.89,335.1,6,1.61E+11,99.9,0.1,0.7,304.3,3.609,58.70,3.80,7.7
8,2020,24,176,27.89,335.1,6,1.61E+11,99.9,0.1,0.7,304.3,3.609,53.90,4.00,7.7
8,2020,24,176,27.89,335.1,6,1.61E+11,99.9,0.1,0.7,304.3,3.609,16.20,4.10,7.7
8,2020,24,176,27.89,335.1,6,1.61E+11,99.9,0.1,0.7,304.3,3.609,4.50,3.90,7.7
9,2020,24,176,27.89,335.1,6,1.40E+11,99.9,0.1,0.6,305.7,3.372,17.30,3.90,8
9,2020,24,176,27.89,335.1,6,1.40E+11,99.9,0.1,0.6,305.7,3.372,18.10,3.80,8
9,2020,24,176,27.89,335.1,6,1.40E+11,99.9,0.1,0.6,305.7,3.372,23.90,4.00,8
9,2020,24,176,27.89,335.1,6,1.40E+11,99.9,0.1,0.6,305.7,3.372,14.50,3.70,8
10,2020,24,176,27.89,335.1,6,1.19E+11,99.9,0.1,0.6,304,3.098,14.40,4.10,6.3
10,2020,24,176,27.89,335.1,6,1.19E+11,99.9,0.1,0.6,304,3.098,14.40,4.10,6.3
11,2020,24,176,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.159,4.50,3.30,5.9
11,2020,24,176,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.159,10.80,4.10,5.9
12,2020,24,176,27.89,335.1,6,1.61E+11,96.8,0.3,1.8,268.1,3.745,10.00,3.80,5.4
12,2020,24,176,27.89,335.1,6,1.61E+11,96.8,0.3,1.8,268.1,3.745,35.90,3.90,5.4
13,2020,24,176,27.89,335.1,6,2.20E+11,97.6,0.2,3.3,252.3,4.533,47.00,4.00,6.3
14,2020,24,176,27.89,335.1,6,2.82E+11,98.1,0.2,4.3,255.1,5.079,15.60,3.90,8.8
14,2020,24,176,27.89,335.1,6,2.82E+11,98.1,0.2,4.3,255.1,5.079,22.50,3.80,8.8
15,2020,24,176,27.89,335.1,6,3.39E+11,98.3,0.1,4.8,272.6,5.36,20.80,4.10,11.2
16,2020,24,176,27.89,335.1,6,4.04E+11,98.5,0.1,5.1,290.7,5.722,50.50,4.20,13.3
17,2020,24,176,27.89,335.1,6,5.04E+11,98.8,0.1,5.9,301.8,6.376,38.10,3.80,14.2
17,2020,24,176,27.89,335.1,6,5.04E+11,98.8,0.1,5.9,301.8,6.376,14.50,3.50,14.2
17,2020,24,176,27.89,335.1,6,5.04E+11,98.8,0.1,5.9,301.8,6.376,18.60,3.90,14.2
18,2020,24,176,27.89,335.1,6,6.37E+11,99,0.1,7,307.6,7.178,11.70,4.40,14.2
18,2020,24,176,27.89,335.1,6,6.37E+11,99,0.1,7,307.6,7.178,7.20,4.10,14.2
18,2020,24,176,27.89,335.1,6,6.37E+11,99,0.1,7,307.6,7.178,4.10,3.50,14.2
18,2020,24,176,27.89,335.1,6,6.37E+11,99,0.1,7,307.6,7.178,3.00,4.00,14.2
18,2020,24,176,27.89,335.1,6,6.37E+11,99,0.1,7,307.6,7.178,47.60,4.20,14.2
19,2020,24,176,27.89,335.1,6,7.61E+11,99.1,0.1,8,308.8,7.858,9.80,4.10,14.4
19,2020,24,176,27.89,335.1,6,7.61E+11,99.1,0.1,8,308.8,7.858,12.00,4.00,14.4
19,2020,24,176,27.89,335.1,6,7.61E+11,99.1,0.1,8,308.8,7.858,14.80,4.30,14.4
20,2020,24,176,27.89,335.1,6,8.50E+11,99.2,0.1,8.6,305.4,8.291,16.10,4.80,17.5
20,2020,24,176,27.89,335.1,6,8.50E+11,99.2,0.1,8.6,305.4,8.291,14.10,3.60,17.5
21,2020,24,176,27.89,335.1,6,8.97E+11,99.2,0.1,8.8,302.4,8.509,9.60,4.20,19.3
21,2020,24,176,27.89,335.1,6,8.97E+11,99.2,0.1,8.8,302.4,8.509,15.10,3.80,19.3
22,2020,24,176,27.89,335.1,6,9.08E+11,99.2,0.1,8.5,300.2,8.556,10.00,4.00,21.6
22,2020,24,176,27.89,335.1,6,9.08E+11,99.2,0.1,8.5,300.2,8.556,5.00,4.00,21.6
23,2020,24,176,27.89,335.1,6,8.71E+11,99.2,0.1,7.9,295.8,8.388,4.10,4.00,20
23,2020,24,176,27.89,335.1,6,8.71E+11,99.2,0.1,7.9,295.8,8.388,34.50,3.60,20
1,2020,25,177,27.89,335.1,6,6.18E+11,99,0,4.4,287,7.108,12.70,3.50,20.3
1,2020,25,177,27.89,335.1,6,6.18E+11,99,0,4.4,287,7.108,15.10,3.80,20.3
1,2020,25,177,27.89,335.1,6,6.18E+11,99,0,4.4,287,7.108,16.40,3.90,20.3
2,2020,25,177,27.89,335.1,6,4.76E+11,99.9,0,2.6,288,6.229,99.50,4.00,18.1
2,2020,25,177,27.89,335.1,6,4.76E+11,99.9,0,2.6,288,6.229,10.90,3.70,18.1
3,2020,25,177,27.89,335.1,6,3.72E+11,99.9,0,1.3,301.6,5.48,44.70,3.90,15
3,2020,25,177,27.89,335.1,6,3.72E+11,99.9,0,1.3,301.6,5.48,17.00,3.70,15
3,2020,25,177,27.89,335.1,6,3.72E+11,99.9,0,1.3,301.6,5.48,13.70,4.10,15
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,17.00,3.70,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,19.30,4.20,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,52.60,3.30,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,16.10,3.70,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,8.50,3.90,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,11.30,3.50,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,17.50,4.20,10.9
4,2020,25,177,27.89,335.1,6,2.73E+11,99.9,0,0.8,316.3,4.898,18.70,3.80,10.9
5,2020,25,177,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.396,47.40,3.90,6.5
5,2020,25,177,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.396,35.10,3.90,6.5
5,2020,25,177,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.396,27.10,4.00,6.5
5,2020,25,177,27.89,335.1,6,2.14E+11,99.9,0,0.7,320.7,4.396,8.70,4.30,6.5
6,2020,25,177,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.982,19.70,3.90,4.9
6,2020,25,177,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.982,17.00,3.40,4.9
6,2020,25,177,27.89,335.1,6,1.85E+11,99.9,0,0.7,315.8,3.982,36.90,3.90,4.9
7,2020,25,177,27.89,335.1,6,1.71E+11,99.9,0,0.7,307.7,3.741,13.40,3.60,4.6
7,2020,25,177,27.89,335.1,6,1.71E+11,99.9,0,0.7,307.7,3.741,28.20,3.90,4.6
7,2020,25,177,27.89,335.1,6,1.71E+11,99.9,0,0.7,307.7,3.741,27.10,4.00,4.6
7,2020,25,177,27.89,335.1,6,1.71E+11,99.9,0,0.7,307.7,3.741,12.40,3.50,4.6
7,2020,25,177,27.89,335.1,6,1.71E+11,99.9,0,0.7,307.7,3.741,15.70,3.80,4.6
8,2020,25,177,27.89,335.1,6,1.60E+11,99.9,0.1,0.6,304.3,3.598,64.50,4.00,4.6
9,2020,25,177,27.89,335.1,6,1.39E+11,99.9,0.1,0.6,305.6,3.366,14.60,3.90,4.8
9,2020,25,177,27.89,335.1,6,1.39E+11,99.9,0.1,0.6,305.6,3.366,13.90,4.00,4.8
9,2020,25,177,27.89,335.1,6,1.39E+11,99.9,0.1,0.6,305.6,3.366,12.50,3.80,4.8
9,2020,25,177,27.89,335.1,6,1.39E+11,99.9,0.1,0.6,305.6,3.366,12.90,3.70,4.8
10,2020,25,177,27.89,335.1,6,1.19E+11,99.9,0.1,0.6,303.9,3.1,15.00,4.00,4.4
10,2020,25,177,27.89,335.1,6,1.19E+11,99.9,0.1,0.6,303.9,3.1,15.00,3.60,4.4
10,2020,25,177,27.89,335.1,6,1.19E+11,99.9,0.1,0.6,303.9,3.1,15.00,3.50,4.4
11,2020,25,177,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.161,10.80,3.80,4.5
12,2020,25,177,27.89,335.1,6,1.61E+11,96.8,0.2,1.8,268.2,3.737,39.20,3.40,4.1
12,2020,25,177,27.89,335.1,6,1.61E+11,96.8,0.2,1.8,268.2,3.737,10.20,3.90,4.1
12,2020,25,177,27.89,335.1,6,1.61E+11,96.8,0.2,1.8,268.2,3.737,10.00,4.10,4.1
12,2020,25,177,27.89,335.1,6,1.61E+11,96.8,0.2,1.8,268.2,3.737,19.90,3.60,4.1
13,2020,25,177,27.89,335.1,6,2.19E+11,97.6,0.2,3.3,252.4,4.52,17.60,3.80,5
13,2020,25,177,27.89,335.1,6,2.19E+11,97.6,0.2,3.3,252.4,4.52,5.00,3.90,5
13,2020,25,177,27.89,335.1,6,2.19E+11,97.6,0.2,3.3,252.4,4.52,8.00,4.30,5
14,2020,25,177,27.89,335.1,6,2.81E+11,98.1,0.1,4.3,255.1,5.068,10.30,4.10,7.7
14,2020,25,177,27.89,335.1,6,2.81E+11,98.1,0.1,4.3,255.1,5.068,9.30,3.50,7.7
14,2020,25,177,27.89,335.1,6,2.81E+11,98.1,0.1,4.3,255.1,5.068,11.90,3.50,7.7
14,2020,25,177,27.89,335.1,6,2.81E+11,98.1,0.1,4.3,255.1,5.068,28.80,4.10,7.7
15,2020,25,177,27.89,335.1,6,3.38E+11,98.3,0.1,4.8,272.6,5.346,16.50,3.90,9.2
15,2020,25,177,27.89,335.1,6,3.38E+11,98.3,0.1,4.8,272.6,5.346,15.80,3.90,9.2
15,2020,25,177,27.89,335.1,6,3.38E+11,98.3,0.1,4.8,272.6,5.346,15.00,3.50,9.2
16,2020,25,177,27.89,335.1,6,4.00E+11,98.5,0.1,5.1,290.5,5.7,17.00,3.80,9.9
17,2020,25,177,27.89,335.1,6,5.00E+11,98.8,0.1,5.9,301.6,6.351,,,12
18,2020,25,177,27.89,335.1,6,6.32E+11,99,0.1,7,307.4,7.154,,,13.2
19,2020,25,177,27.89,335.1,6,7.56E+11,99.1,0.1,8,308.7,7.834,,,14.5
20,2020,25,177,27.89,335.1,6,8.45E+11,99.2,0.1,8.6,305.2,8.266,,,16.5
21,2020,25,177,27.89,335.1,6,8.93E+11,99.2,0.1,8.7,302.3,8.488,,,16.2
22,2020,25,177,27.89,335.1,6,9.05E+11,99.2,0.1,8.5,300,8.541,,,17
23,2020,25,177,27.89,335.1,6,8.68E+11,99.2,0.1,7.9,295.6,8.373,10.00,3.70,16.7
