DayC,Hour,Latitude,Longitude,magnitud,profundidad,Electron_density_Ne,o+,NO,hmF2,foF2,tec_GIM,sismo
2020-06-16,16:00,27.89,335.1,3.3,13.4,428000000000.0,98.6,0.1,291.5,5.891,12.5,1.0
2020-06-16,17:00,27.89,335.1,3.3,9.9,536000000000.0,98.8,0.1,302.8,6.576,14.7,1.0
2020-06-16,17:00,27.89,335.1,3.8,35.3,536000000000.0,98.8,0.1,302.8,6.576,14.7,1.0
2020-06-16,18:00,27.89,335.1,3.8,24.0,671000000000.0,99.0,0.1,308.6,7.371,17.5,1.0
2020-06-16,19:00,27.89,335.1,0.0,0.0,798000000000.0,99.1,0.1,309.6,8.054,18.5,0.0
2020-06-16,20:00,27.89,335.1,3.5,16.5,890000000000.0,99.2,0.1,306.0,8.492,20.0,1.0
2020-06-16,21:00,27.89,335.1,0.0,0.0,932000000000.0,99.2,0.1,303.1,8.673,18.5,0.0
2020-06-16,22:00,27.89,335.1,4.4,11.2,932000000000.0,99.2,0.1,301.0,8.672,17.7,1.0
2020-06-16,23:00,27.89,335.1,3.3,15.0,896000000000.0,99.2,0.1,297.0,8.503,16.7,1.0
2020-06-17,01:00,27.89,335.1,0.0,0.0,640000000000.0,99.1,0.0,288.8,7.225,16.5,0.0
2020-06-17,02:00,27.89,335.1,3.4,11.5,490000000000.0,99.9,0.0,288.9,6.317,16.4,1.0
2020-06-17,03:00,27.87,335.1,3.8,8.3,3856600000.0,99.7,0.2,301.5,5.577,10.8,1.0
2020-06-17,03:00,27.88,335.0,3.9,9.4,38566000000.0,99.8,0.1,301.6,5.578,11.8,1.0
2020-06-17,03:00,27.89,335.1,4.0,36.1,386000000000.0,99.9,0.0,301.7,5.579,12.8,1.0
2020-06-17,04:00,27.89,335.1,0.0,0.0,286000000000.0,99.9,0.0,316.4,5.013,11.2,0.0
2020-06-17,05:00,27.89,335.1,0.0,0.0,220000000000.0,99.9,0.0,321.1,4.472,10.4,0.0
2020-06-17,06:00,27.89,335.1,3.7,52.7,187000000000.0,99.9,0.1,316.2,4.013,8.6,1.0
2020-06-17,06:00,27.89,335.1,3.3,15.8,187000000000.0,99.9,0.1,316.2,4.013,8.6,1.0
2020-06-17,07:00,27.89,335.1,3.8,16.8,176000000000.0,99.9,0.1,308.0,3.794,7.2,1.0
2020-06-17,08:00,27.89,335.1,3.8,17.0,168000000000.0,99.9,0.1,304.5,3.69,6.9,1.0
2020-06-17,08:00,27.89,335.1,3.9,61.7,168000000000.0,99.9,0.1,304.5,3.69,6.9,1.0
2020-06-17,08:00,27.89,335.1,3.6,11.2,168000000000.0,99.9,0.1,304.5,3.69,6.9,1.0
2020-06-17,08:00,27.89,335.1,3.5,57.5,168000000000.0,99.9,0.1,304.5,3.69,6.9,1.0
2020-06-17,08:00,27.89,335.1,3.5,21.4,168000000000.0,99.9,0.1,304.5,3.69,6.9,1.0
2020-06-17,08:00,27.89,335.1,3.3,10.1,168000000000.0,99.9,0.1,304.5,3.69,6.9,1.0
2020-06-17,09:00,27.89,335.1,0.0,0.0,143000000000.0,99.9,0.1,305.9,3.418,6.8,0.0
2020-06-17,10:00,27.89,335.1,0.0,0.0,117000000000.0,99.8,0.1,304.2,3.079,7.1,0.0
2020-06-17,11:00,27.89,335.1,3.5,17.1,122000000000.0,99.7,0.1,290.3,3.147,6.0,1.0
2020-06-17,11:00,27.89,335.1,3.3,29.6,122000000000.0,99.7,0.1,290.3,3.147,6.0,1.0
2020-06-17,12:00,27.89,335.1,3.3,15.9,166000000000.0,96.8,0.3,267.7,3.801,5.4,1.0
2020-06-17,13:00,27.89,335.1,0.0,0.0,228000000000.0,97.6,0.2,251.7,4.625,6.5,0.0
2020-06-17,14:00,27.89,335.1,0.0,0.0,290000000000.0,98.1,0.2,254.6,5.161,9.0,0.0
2020-06-17,15:00,27.89,335.1,0.0,0.0,352000000000.0,98.3,0.1,272.8,5.458,10.2,0.0
2020-06-17,16:00,27.89,335.1,3.8,118.3,425000000000.0,98.6,0.1,291.4,5.87,11.7,1.0
2020-06-17,17:00,27.89,335.1,3.7,16.1,532000000000.0,98.8,0.1,302.7,6.551,12.7,1.0
2020-06-17,17:00,27.89,335.1,3.9,31.8,532000000000.0,98.8,0.1,302.7,6.551,12.7,1.0
2020-06-17,18:00,27.89,335.1,0.0,0.0,666000000000.0,99.0,0.1,308.5,7.347,13.7,0.0
2020-06-17,19:00,27.89,335.1,3.4,56.9,793000000000.0,99.1,0.1,309.6,8.029,15.0,1.0
2020-06-17,20:00,27.89,335.1,0.0,0.0,885000000000.0,99.2,0.1,306.0,8.467,17.4,0.0
2020-06-17,21:00,27.89,335.1,0.0,0.0,927000000000.0,99.2,0.1,303.0,8.653,18.0,0.0
2020-06-17,22:00,27.89,335.1,0.0,0.0,929000000000.0,99.2,0.1,301.0,8.658,18.0,0.0
2020-06-17,23:00,27.89,335.1,0.0,0.0,893000000000.0,99.2,0.1,296.9,8.488,17.5,0.0
2020-06-18,01:00,27.89,335.1,3.7,18.5,638000000000.0,99.1,0.0,288.6,7.21,20.1,1.0
2020-06-18,01:00,27.89,335.1,3.7,27.5,638000000000.0,99.1,0.0,288.6,7.21,20.1,1.0
2020-06-18,02:00,27.89,335.1,3.4,9.8,488000000000.0,99.9,0.0,288.8,6.306,20.2,1.0
2020-06-18,03:00,27.89,335.1,3.9,18.5,384000000000.0,99.9,0.0,301.7,5.566,17.2,1.0
2020-06-18,03:00,27.89,335.1,4.0,16.1,384000000000.0,99.9,0.0,301.7,5.566,17.2,1.0
2020-06-18,03:00,27.89,335.1,3.5,4.7,384000000000.0,99.9,0.0,301.7,5.566,17.2,1.0
2020-06-18,04:00,27.89,335.1,3.4,11.1,284000000000.0,99.9,0.0,316.4,4.998,9.6,1.0
2020-06-18,04:00,27.89,335.1,3.8,16.8,284000000000.0,99.9,0.0,316.4,4.998,9.6,1.0
2020-06-18,05:00,27.89,335.1,3.3,15.0,219000000000.0,99.9,0.0,321.0,4.462,6.8,1.0
2020-06-18,06:00,27.89,335.1,3.6,29.5,187000000000.0,99.9,0.1,316.2,4.009,6.8,1.0
2020-06-18,06:00,27.89,335.1,3.7,33.0,187000000000.0,99.9,0.1,316.2,4.009,6.8,1.0
2020-06-18,07:00,27.89,335.1,0.0,0.0,175000000000.0,99.9,0.1,308.0,3.787,6.1,0.0
2020-06-18,08:00,27.89,335.1,3.5,12.8,167000000000.0,99.9,0.1,304.5,3.679,5.9,1.0
2020-06-18,08:00,27.89,335.1,3.7,11.8,167000000000.0,99.9,0.1,304.5,3.679,5.9,1.0
2020-06-18,09:00,27.89,335.1,0.0,0.0,143000000000.0,99.9,0.1,305.9,3.412,5.7,0.0
2020-06-18,10:00,27.89,335.1,0.0,0.0,117000000000.0,99.8,0.1,304.2,3.082,5.9,0.0
2020-06-18,11:00,27.89,335.1,3.4,26.6,122000000000.0,99.7,0.1,290.3,3.148,5.5,1.0
2020-06-18,12:00,27.89,335.1,3.9,38.7,165000000000.0,96.8,0.3,267.8,3.793,4.9,1.0
2020-06-18,13:00,27.89,335.1,3.8,12.9,227000000000.0,97.6,0.2,251.8,4.612,6.4,1.0
2020-06-18,13:00,27.89,335.1,3.5,13.5,227000000000.0,97.6,0.2,251.8,4.612,6.4,1.0
2020-06-18,13:00,27.89,335.1,3.9,36.0,227000000000.0,97.6,0.2,251.8,4.612,6.4,1.0
2020-06-18,14:00,27.89,335.1,0.0,0.0,289000000000.0,98.1,0.2,254.7,5.149,7.8,0.0
2020-06-18,15:00,27.89,335.1,0.0,0.0,350000000000.0,98.4,0.1,272.8,5.444,8.6,0.0
2020-06-18,16:00,27.89,335.1,0.0,0.0,422000000000.0,98.6,0.1,291.3,5.849,10.7,0.0
2020-06-18,17:00,27.89,335.1,0.0,0.0,528000000000.0,98.8,0.1,302.6,6.526,12.1,0.0
2020-06-18,18:00,27.89,335.1,3.4,27.7,662000000000.0,99.0,0.1,308.4,7.323,12.6,1.0
2020-06-18,18:00,27.89,335.1,3.5,24.1,662000000000.0,99.0,0.1,308.4,7.323,12.6,1.0
2020-06-18,19:00,27.89,335.1,3.5,36.8,789000000000.0,99.1,0.1,309.5,8.005,14.2,1.0
2020-06-18,19:00,27.89,335.1,3.5,10.7,789000000000.0,99.1,0.1,309.5,8.005,14.2,1.0
2020-06-18,20:00,27.89,335.1,0.0,0.0,880000000000.0,99.2,0.1,305.9,8.442,14.7,0.0
2020-06-18,21:00,27.89,335.1,0.0,0.0,923000000000.0,99.2,0.1,303.0,8.632,14.6,0.0
2020-06-18,22:00,27.89,335.1,3.4,10.0,926000000000.0,99.2,0.1,300.9,8.643,14.2,1.0
2020-06-18,22:00,27.89,335.1,3.5,23.5,926000000000.0,99.2,0.1,300.9,8.643,14.2,1.0
2020-06-18,22:00,27.89,335.1,3.7,87.9,926000000000.0,99.2,0.1,300.9,8.643,14.2,1.0
2020-06-18,22:00,27.89,335.1,3.4,7.7,926000000000.0,99.2,0.1,300.9,8.643,14.2,1.0
2020-06-18,22:00,27.89,335.1,3.5,8.9,926000000000.0,99.2,0.1,300.9,8.643,14.2,1.0
2020-06-18,22:00,27.89,335.1,3.5,11.3,926000000000.0,99.2,0.1,300.9,8.643,14.2,1.0
2020-06-18,23:00,27.89,335.1,3.7,7.9,890000000000.0,99.2,0.1,296.8,8.474,16.0,1.0
2020-06-18,23:00,27.89,335.1,3.5,24.8,890000000000.0,99.2,0.1,296.8,8.474,16.0,1.0
2020-06-19,01:00,27.89,335.1,3.9,16.6,635000000000.0,99.1,0.0,288.4,7.196,16.3,1.0
2020-06-19,01:00,27.89,335.1,3.4,7.1,635000000000.0,99.1,0.0,288.4,7.196,16.3,1.0
2020-06-19,02:00,27.89,335.1,3.3,7.8,486000000000.0,99.9,0.0,288.7,6.295,16.7,1.0
2020-06-19,03:00,27.89,335.1,3.3,13.9,382000000000.0,99.9,0.0,301.7,5.554,14.7,1.0
2020-06-19,04:00,27.89,335.1,0.0,0.0,283000000000.0,99.9,0.0,316.4,4.984,13.0,0.0
2020-06-19,05:00,27.89,335.1,3.3,19.7,218000000000.0,99.9,0.0,321.0,4.453,12.0,1.0
2020-06-19,06:00,27.89,335.1,3.3,14.9,187000000000.0,99.9,0.0,316.1,4.005,9.3,1.0
2020-06-19,07:00,27.89,335.1,0.0,0.0,174000000000.0,99.9,0.1,307.9,3.781,7.1,0.0
2020-06-19,08:00,27.89,335.1,3.6,10.1,166000000000.0,99.9,0.1,304.5,3.667,6.7,1.0
2020-06-19,08:00,27.89,335.1,3.8,19.7,166000000000.0,99.9,0.1,304.5,3.667,6.7,1.0
2020-06-19,09:00,27.89,335.1,3.7,85.0,142000000000.0,99.9,0.1,305.9,3.405,6.7,1.0
2020-06-19,09:00,27.89,335.1,3.8,24.7,142000000000.0,99.9,0.1,305.9,3.405,6.7,1.0
2020-06-19,09:00,27.89,335.1,3.9,16.1,142000000000.0,99.9,0.1,305.9,3.405,6.7,1.0
2020-06-19,10:00,27.89,335.1,3.6,73.5,118000000000.0,99.8,0.1,304.2,3.084,7.1,1.0
2020-06-19,11:00,27.89,335.1,4.0,55.1,122000000000.0,99.8,0.1,290.3,3.15,6.0,1.0
2020-06-19,12:00,27.89,335.1,0.0,0.0,165000000000.0,96.9,0.3,267.9,3.785,5.3,0.0
2020-06-19,13:00,27.89,335.1,0.0,0.0,226000000000.0,97.6,0.2,251.9,4.599,6.7,0.0
2020-06-19,14:00,27.89,335.1,0.0,0.0,288000000000.0,98.1,0.2,254.7,5.138,8.8,0.0
2020-06-19,15:00,27.89,335.1,3.8,16.1,348000000000.0,98.4,0.1,272.8,5.43,10.9,1.0
2020-06-19,16:00,27.89,335.1,4.6,8.5,419000000000.0,98.6,0.1,291.2,5.827,12.7,1.0
2020-06-19,16:00,27.89,335.1,3.3,12.7,419000000000.0,98.6,0.1,291.2,5.827,12.7,1.0
2020-06-19,17:00,27.89,335.1,0.0,0.0,524000000000.0,98.8,0.1,302.5,6.501,13.9,0.0
2020-06-19,18:00,27.89,335.1,3.4,18.5,658000000000.0,99.0,0.1,308.2,7.299,14.1,1.0
2020-06-19,19:00,27.89,335.1,3.8,16.1,784000000000.0,99.1,0.1,309.4,7.98,14.8,1.0
2020-06-19,20:00,27.89,335.1,3.8,80.0,875000000000.0,99.2,0.1,305.8,8.417,15.2,1.0
2020-06-19,20:00,27.89,335.1,3.3,11.0,875000000000.0,99.2,0.1,305.8,8.417,15.2,1.0
2020-06-19,21:00,27.89,335.1,3.3,16.1,919000000000.0,99.2,0.1,302.9,8.612,13.4,1.0
2020-06-19,22:00,27.89,335.1,0.0,0.0,923000000000.0,99.2,0.1,300.8,8.629,13.4,0.0
2020-06-19,23:00,27.89,335.1,3.5,10.4,887000000000.0,99.2,0.1,296.7,8.46,14.0,1.0
2020-06-20,01:00,27.89,335.1,3.7,43.5,632000000000.0,99.1,0.0,288.2,7.181,17.5,1.0
2020-06-20,02:00,27.89,335.1,3.6,5.0,485000000000.0,99.9,0.0,288.6,6.284,18.4,1.0
2020-06-20,03:00,27.89,335.1,3.7,5.0,381000000000.0,99.9,0.0,301.7,5.542,14.9,1.0
2020-06-20,04:00,27.89,335.1,3.8,16.2,281000000000.0,99.9,0.0,316.3,4.97,12.4,1.0
2020-06-20,05:00,27.89,335.1,0.0,0.0,218000000000.0,99.9,0.0,320.9,4.443,10.8,0.0
2020-06-20,06:00,27.89,335.1,4.0,4.3,186000000000.0,99.9,0.1,316.0,4.001,8.8,1.0
2020-06-20,06:00,27.89,335.1,3.8,112.6,186000000000.0,99.9,0.1,316.0,4.001,8.8,1.0
2020-06-20,07:00,27.89,335.1,3.5,16.1,174000000000.0,99.9,0.1,307.9,3.774,7.6,1.0
2020-06-20,07:00,27.89,335.1,3.6,63.7,174000000000.0,99.9,0.1,307.9,3.774,7.6,1.0
2020-06-20,08:00,27.89,335.1,3.7,118.8,165000000000.0,99.9,0.1,304.5,3.656,7.4,1.0
2020-06-20,09:00,27.89,335.1,3.9,17.9,142000000000.0,99.8,0.1,305.8,3.399,6.9,1.0
2020-06-20,09:00,27.89,335.1,3.6,16.1,142000000000.0,99.8,0.1,305.8,3.399,6.9,1.0
2020-06-20,10:00,27.89,335.1,0.0,0.0,118000000000.0,99.8,0.1,304.1,3.087,6.1,0.0
2020-06-20,11:00,27.89,335.1,3.6,3.7,122000000000.0,99.7,0.1,290.3,3.152,5.8,1.0
2020-06-20,12:00,27.89,335.1,3.4,8.5,164000000000.0,96.8,0.3,267.9,3.777,5.2,1.0
2020-06-20,13:00,27.89,335.1,0.0,0.0,224000000000.0,97.6,0.2,252.0,4.586,6.4,0.0
2020-06-20,14:00,27.89,335.1,0.0,0.0,287000000000.0,98.1,0.2,254.8,5.126,8.1,0.0
2020-06-20,15:00,27.89,335.1,0.0,0.0,347000000000.0,98.3,0.1,272.8,5.416,8.6,0.0
2020-06-20,16:00,27.89,335.1,3.8,3.0,416000000000.0,98.6,0.1,291.1,5.806,9.9,1.0
2020-06-20,16:00,27.89,335.1,3.8,116.9,416000000000.0,98.6,0.1,291.1,5.806,9.9,1.0
2020-06-20,17:00,27.89,335.1,0.0,0.0,520000000000.0,98.8,0.1,302.4,6.476,11.2,0.0
2020-06-20,18:00,27.89,335.1,3.6,24.4,653000000000.0,99.0,0.1,308.1,7.275,13.0,1.0
2020-06-20,19:00,27.89,335.1,0.0,0.0,779000000000.0,99.1,0.1,309.3,7.956,15.2,0.0
2020-06-20,20:00,27.89,335.1,0.0,0.0,870000000000.0,99.2,0.1,305.8,8.392,18.2,0.0
2020-06-20,21:00,27.89,335.1,3.6,60.4,914000000000.0,99.2,0.1,302.9,8.591,19.3,1.0
2020-06-20,22:00,27.89,335.1,0.0,0.0,920000000000.0,99.2,0.1,300.7,8.614,19.3,0.0
2020-06-20,23:00,27.89,335.1,3.8,118.6,883000000000.0,99.2,0.1,296.5,8.445,18.0,1.0
2020-06-20,23:00,27.89,335.1,3.8,26.0,883000000000.0,99.2,0.1,296.5,8.445,18.0,1.0
2020-06-21,01:00,27.89,335.1,3.5,99.4,629000000000.0,99.1,0.0,288.0,7.167,16.0,1.0
2020-06-21,01:00,27.89,335.1,3.6,98.9,629000000000.0,99.1,0.0,288.0,7.167,16.0,1.0
2020-06-21,02:00,27.89,335.1,3.7,7.3,483000000000.0,99.9,0.0,288.5,6.273,14.0,1.0
2020-06-21,02:00,27.89,335.1,3.7,17.0,483000000000.0,99.9,0.0,288.5,6.273,14.0,1.0
2020-06-21,03:00,27.89,335.1,0.0,0.0,379000000000.0,99.9,0.0,301.6,5.529,11.9,0.0
2020-06-21,04:00,27.89,335.1,0.0,0.0,280000000000.0,99.9,0.0,316.3,4.955,10.1,0.0
2020-06-21,05:00,27.89,335.1,0.0,0.0,217000000000.0,99.9,0.0,320.9,4.434,9.0,0.0
2020-06-21,06:00,27.89,335.1,0.0,0.0,186000000000.0,99.9,0.0,316.0,3.998,6.7,0.0
2020-06-21,07:00,27.89,335.1,3.8,53.9,173000000000.0,99.9,0.1,307.9,3.767,5.6,1.0
2020-06-21,08:00,27.89,335.1,0.0,0.0,164000000000.0,99.9,0.1,304.4,3.644,5.5,0.0
2020-06-21,09:00,27.89,335.1,0.0,0.0,141000000000.0,99.9,0.1,305.8,3.392,5.5,0.0
2020-06-21,10:00,27.89,335.1,0.0,0.0,118000000000.0,99.8,0.1,304.1,3.09,5.3,0.0
2020-06-21,11:00,27.89,335.1,0.0,0.0,122000000000.0,99.8,0.1,290.3,3.154,5.1,0.0
2020-06-21,12:00,27.89,335.1,3.4,56.8,163000000000.0,96.8,0.3,268.0,3.769,4.4,1.0
2020-06-21,12:00,27.89,335.1,3.6,68.3,163000000000.0,96.8,0.3,268.0,3.769,4.4,1.0
2020-06-21,13:00,27.89,335.1,3.5,17.1,223000000000.0,97.6,0.2,252.0,4.573,5.7,1.0
2020-06-21,14:00,27.89,335.1,3.7,63.9,286000000000.0,98.1,0.2,254.9,5.114,8.0,1.0
2020-06-21,14:00,27.89,335.1,3.4,31.7,286000000000.0,98.1,0.2,254.9,5.114,8.0,1.0
2020-06-21,15:00,27.89,335.1,0.0,0.0,345000000000.0,98.3,0.1,272.7,5.402,10.3,0.0
2020-06-21,16:00,27.89,335.1,3.9,18.0,413000000000.0,98.6,0.1,291.0,5.785,11.7,1.0
2020-06-21,17:00,27.89,335.1,3.7,11.9,516000000000.0,98.8,0.1,302.2,6.451,12.8,1.0
2020-06-21,17:00,27.89,335.1,3.6,28.1,516000000000.0,98.8,0.1,302.2,6.451,12.8,1.0
2020-06-21,18:00,27.89,335.1,3.3,17.0,649000000000.0,99.0,0.1,308.0,7.251,14.0,1.0
2020-06-21,19:00,27.89,335.1,0.0,0.0,775000000000.0,99.1,0.1,309.2,7.932,15.2,0.0
2020-06-21,20:00,27.89,335.1,3.8,43.5,865000000000.0,99.2,0.1,305.7,8.366,16.4,1.0
2020-06-21,20:00,27.89,335.1,3.6,72.4,865000000000.0,99.2,0.1,305.7,8.366,16.4,1.0
2020-06-21,21:00,27.89,335.1,3.4,4.4,910000000000.0,99.2,0.1,302.8,8.57,14.8,1.0
2020-06-21,21:00,27.89,335.1,3.6,53.9,910000000000.0,99.2,0.1,302.8,8.57,14.8,1.0
2020-06-21,22:00,27.89,335.1,0.0,0.0,917000000000.0,99.2,0.1,300.6,8.6,15.6,0.0
2020-06-21,23:00,27.89,335.1,3.7,119.6,880000000000.0,99.2,0.1,296.4,8.431,16.1,1.0
2020-06-21,23:00,27.89,335.1,3.8,3.2,880000000000.0,99.2,0.1,296.4,8.431,16.1,1.0
2020-06-22,01:00,27.89,335.1,3.5,16.2,626000000000.0,99.0,0.0,287.8,7.152,16.1,1.0
2020-06-22,01:00,27.89,335.1,3.7,115.4,626000000000.0,99.0,0.0,287.8,7.152,16.1,1.0
2020-06-22,02:00,27.89,335.1,4.0,10.5,481000000000.0,99.9,0.0,288.4,6.262,15.1,1.0
2020-06-22,03:00,27.89,335.1,3.5,16.1,377000000000.0,99.9,0.0,301.6,5.517,11.4,1.0
2020-06-22,03:00,27.89,335.1,3.6,25.4,377000000000.0,99.9,0.0,301.6,5.517,11.4,1.0
2020-06-22,04:00,27.89,335.1,3.8,25.9,278000000000.0,99.9,0.0,316.3,4.941,9.4,1.0
2020-06-22,04:00,27.89,335.1,3.3,8.7,278000000000.0,99.9,0.0,316.3,4.941,9.4,1.0
2020-06-22,05:00,27.89,335.1,3.8,63.8,216000000000.0,99.9,0.0,320.8,4.425,8.6,1.0
2020-06-22,06:00,27.89,335.1,0.0,0.0,186000000000.0,99.9,0.0,315.9,3.994,7.6,0.0
2020-06-22,07:00,27.89,335.1,3.4,19.1,173000000000.0,99.9,0.0,307.8,3.761,6.3,1.0
2020-06-22,08:00,27.89,335.1,0.0,0.0,163000000000.0,99.9,0.1,304.4,3.632,6.3,0.0
2020-06-22,09:00,27.89,335.1,0.0,0.0,141000000000.0,99.9,0.1,305.8,3.386,6.3,0.0
2020-06-22,10:00,27.89,335.1,3.7,61.1,118000000000.0,99.9,0.1,304.0,3.092,5.1,1.0
2020-06-22,11:00,27.89,335.1,0.0,0.0,123000000000.0,99.8,0.1,290.3,3.155,4.8,0.0
2020-06-22,12:00,27.89,335.1,0.0,0.0,163000000000.0,96.9,0.2,268.0,3.761,3.9,0.0
2020-06-22,13:00,27.89,335.1,0.0,0.0,222000000000.0,97.6,0.2,252.1,4.56,5.3,0.0
2020-06-22,14:00,27.89,335.1,0.0,0.0,284000000000.0,98.1,0.1,255.0,5.103,8.3,0.0
2020-06-22,15:00,27.89,335.1,3.4,10.0,343000000000.0,98.3,0.1,272.7,5.388,11.3,1.0
2020-06-22,16:00,27.89,335.1,0.0,0.0,410000000000.0,98.6,0.1,290.9,5.764,12.5,0.0
2020-06-22,17:00,27.89,335.1,3.7,6.5,512000000000.0,98.8,0.1,302.1,6.426,13.5,1.0
2020-06-22,18:00,27.89,335.1,4.1,15.0,645000000000.0,99.0,0.1,307.9,7.227,14.0,1.0
2020-06-22,19:00,27.89,335.1,0.0,0.0,770000000000.0,99.1,0.1,309.1,7.907,16.0,0.0
2020-06-22,20:00,27.89,335.1,3.6,12.2,860000000000.0,99.2,0.1,305.6,8.341,18.2,1.0
2020-06-22,21:00,27.89,335.1,3.4,102.1,906000000000.0,99.2,0.1,302.7,8.55,19.2,1.0
2020-06-22,22:00,27.89,335.1,0.0,0.0,914000000000.0,99.2,0.1,300.5,8.585,19.2,0.0
2020-06-22,23:00,27.89,335.1,0.0,0.0,877000000000.0,99.2,0.1,296.2,8.416,18.4,0.0
2020-06-23,01:00,27.89,335.1,5.2,12.0,624000000000.0,99.0,0.0,287.5,7.137,18.4,1.0
2020-06-23,02:00,27.89,335.1,3.4,18.6,479000000000.0,99.9,0.0,288.2,6.251,16.9,1.0
2020-06-23,03:00,27.89,335.1,0.0,0.0,375000000000.0,99.9,0.0,301.6,5.504,12.2,0.0
2020-06-23,04:00,27.89,335.1,3.9,15.9,276000000000.0,99.9,0.0,316.3,4.927,9.5,1.0
2020-06-23,04:00,27.89,335.1,3.6,10.8,276000000000.0,99.9,0.0,316.3,4.927,9.5,1.0
2020-06-23,05:00,27.89,335.1,3.9,16.7,215000000000.0,99.9,0.0,320.8,4.415,8.8,1.0
2020-06-23,06:00,27.89,335.1,0.0,0.0,186000000000.0,99.9,0.0,315.9,3.99,7.2,0.0
2020-06-23,07:00,27.89,335.1,0.0,0.0,172000000000.0,99.9,0.1,307.8,3.754,6.6,0.0
2020-06-23,08:00,27.89,335.1,3.3,4.6,162000000000.0,99.9,0.1,304.4,3.621,6.4,1.0
2020-06-23,09:00,27.89,335.1,3.5,99.4,140000000000.0,99.9,0.1,305.7,3.379,7.0,1.0
